"period","timestamp","probability","confidence","trend","key_factors"
1,"2026-02-12 02:35:35",0.552,"MEDIUM","INCREASING","The aggressor has seized over 27% of territory in only 7 days, indicating a high-velocity military collapse. The military balance (0.07) is heavily skewed toward the aggressor. While the government shows institutional resilience and has moderate international support (54%), the rapid loss of territorial control and dangerous airspace create extreme pressure on governing capacity."
1,"2026-02-12 02:38:35",0.5175,"MEDIUM","INCREASING","The aggressor holds a significant military advantage (0.07 balance) and has seized over 25% of the territory within the first week. While international support (62%) and sanctions provide a buffer, the rapid loss of territory and high crisis level (8/10) create severe immediate pressure on government survival. The stabilization of the frontline is the only factor preventing a higher probability score."
1,"2026-02-12 02:43:33",0.5585,"MEDIUM","INCREASING","The ""Major Battlefield Shift"" represents a significant shock event, indicating the aggressor has breached defensive lines despite the defender's high international support. While military pressure is high (78) due to rapid territorial loss and a negative military balance, the high External Protection (71) and strong domestic morale/institutional focus (58) act as a buffer against immediate collapse. The crisis momentum is high (82) due to the speed of the aggressor's gains in just 7 days."
1,"2026-02-12 02:47:40",0.605,"MEDIUM","INCREASING","The combination of a ""Major Battlefield Shift"" in favor of the aggressor and a widespread cyber-induced power grid failure creates extreme immediate pressure on the government. While international support (72.5%) and external engagement provide a shield, the 16% surge in energy prices combined with infrastructure collapse tests the government's ability to maintain basic services. The military balance advantage for the aggressor and the 10/10 crisis level suggest high short-term risk, though institutional resilience remains high enough to prevent immediate collapse."
1,"2026-02-12 02:50:30",0.5795,"MEDIUM","INCREASING","The aggressor has seized 33.3% of territory in only 7 days, creating extreme military pressure. While the frontline is stabilizing, the loss of one-third of the country is a significant shock to government legitimacy. Internal debates within the small power regarding 'negotiation vs. resistance' indicate emerging political fractures, though external military aid and a GDP contraction for the aggressor provide a temporary buffer against immediate total collapse."
1,"2026-02-12 02:56:24",0.446,"HIGH","DECREASING","The Defender Counteroffensive Success shock event is the primary driver of the current stability, directly offsetting the initial aggressor momentum and territorial losses (33.3%). While the military balance remains slightly in the aggressor's favor (-0.08), the breakthrough provides the government with significant political capital and domestic morale. High international support (66.8%) and active diplomatic mediation (Aurelia/Meridian) provide a protective buffer against total collapse. However, the high crisis level (10/10) and cyber attacks on infrastructure maintain a baseline risk of institutional failure."
1,"2026-02-12 03:00:01",0.434,"MEDIUM","STABLE","High military pressure from the aggressor's advantage (0.08 balance) and 9/10 crisis level is currently offset by very strong external protection (74.1% support) and the arrival of advanced weapons. Institutional resilience remains high as the government is actively coordinating defensive strategy and resource prioritization without signs of internal fracture."
1,"2026-02-12 03:06:10",0.5215,"MEDIUM","STABLE","The military balance heavily favors the aggressor (-0.06), but the smaller power successfully defended key positions in a recent battlefield development, stalling immediate collapse. The ***Commodity Price Shift represents a significant economic shock that increases strain on the smaller power's governance capacity. High international support (62%) and active diplomatic coordination with Meridian and Aurelia provide a critical buffer against immediate political disintegration."
1,"2026-02-12 03:08:55",0.575,"MEDIUM","STABLE","The aggressor holds a significant military advantage and has seized 8.3% of territory in only 7 days. The commodity price shock (***) adds immediate fiscal strain to the defender. While external military aid and diplomatic engagement are high, the internal debate within the small power regarding 'negotiation vs resistance' indicates emerging political fractures."
1,"2026-02-12 03:15:08",0.491,"MEDIUM","DECREASING","The conflict began with significant military pressure and high sanctions, but the situation is currently being counterbalanced by two major factors: the ***Aggressor Internal Crisis*** shock event, which has significantly undermined the aggressor's political will and momentum, and the high level of external protection (78) resulting from expanded military and economic cooperation. While the military balance favors the aggressor (-0.15), the stabilization of the frontline and the domestic unrest in the aggressor nation reduce the immediate probability of the smaller power's government collapsing."
1,"2026-02-12 03:19:47",0.5755,"MEDIUM","INCREASING","The aggressor has seized over 36% of the territory within only 7 days, indicating a severe military breakthrough and high kinetic pressure. The military balance is heavily skewed toward the aggressor (-0.01). However, significant international support (73.9%) and the stabilization of the frontline provide a buffer. The ""commodity_shock"" and leaking of military communications introduce volatility that could undermine internal cohesion."
1,"2026-02-12 03:25:02",0.5555,"HIGH","INCREASING","High military pressure due to 36.3% territorial loss and negative military balance (0.04) suggests high collapse risk, but this is heavily offset by 90.5% international support and advanced military aid. The primary threat is the 'Defender War Fatigue' shock event, which is beginning to erode domestic political stability despite strong external backing."
1,"2026-02-12 03:28:49",0.4705,"MEDIUM","STABLE","The aggressor holds a significant territorial advantage (22.2%) and military superiority (balance -0.03), creating high military pressure. However, the smaller power has successfully defended key positions and stabilized the front, halting immediate collapse momentum. Active diplomatic engagement and security guarantee discussions are providing a buffer against total political disintegration."
1,"2026-02-12 03:34:34",0.4505,"MEDIUM","INCREASING","The aggressor has seized nearly 25% of the territory within the first week, creating significant military pressure. However, the defender maintains high institutional resilience and has secured substantial international support (60%) and advanced military aid. The military balance remains nearly even (-0.01), suggesting the front lines may stabilize despite the initial territorial losses."
1,"2026-02-12 03:39:23",0.597,"MEDIUM","INCREASING","The 15.2% loss of territory and negative military balance (-0.24) create high military pressure. The ""Defender War Fatigue"" event combined with internal debates over ""negotiation vs resistance"" indicates emerging cracks in political unity. While international support is moderate (54.5%), the ""Information Warfare"" event and split diaspora suggest a weakening of the social contract."
1,"2026-02-12 03:45:29",0.5275,"MEDIUM","INCREASING","The aggressor holds a significant military advantage and has already seized 15.2% of territory within 7 days, creating high military pressure and rapid crisis momentum. However, the government remains stable due to moderate international support (54.5%) and active coordination of defensive strategies. The shoot-down of a reconnaissance drone indicates high defensive resolve, though it risks escalation."
1,"2026-02-12 03:49:59",0.6545,"MEDIUM","INCREASING","The combination of rapid territorial loss (17.4% in 7 days) and a negative military balance creates severe immediate pressure. The ***defender_strain*** shock event indicates a rapid decline in public morale, while the ***diplomatic*** shock suggests a weakening of the defender's external shield. The cyber attack on telecommunications further degrades governing capacity during a high-momentum crisis."
1,"2026-02-12 03:54:51",0.6925,"MEDIUM","INCREASING","The rapid loss of nearly 25% of territory within the first 7 days, combined with a significant military disadvantage (-0.36), creates extreme pressure on the government. A ""Major Battlefield Shift"" indicates a breakthrough for the aggressor. While the smaller power is attempting to maintain domestic morale and seeking external aid, the low international support metric (35.5%) and the initiation of ""backchannel ceasefire"" talks suggest the government is already negotiating from a position of severe weakness, increasing the likelihood of a forced political transition or collapse."
1,"2026-02-12 03:59:28",0.5455,"MEDIUM","INCREASING","The ***SHOCK: Defender Economic Crisis*** is the primary driver of instability, creating critical shortages that undermine governing capacity despite a relatively stable frontline. While international support (77.9%) remains high and territorial loss is minimal (1.5%), the rapid economic buckling creates a high-risk environment for internal unrest. The military balance slightly favors the aggressor, and the shooting down of a reconnaissance drone indicates a high-intensity escalatory environment that tests institutional resilience."
1,"2026-02-12 04:06:18",0.4065,"MEDIUM","DECREASING","The conflict is in an early, high-intensity phase (Crisis 10/10), but the government remains stable due to very high international support (77.9%) and minimal territorial loss (1.5%). The Military Balance slightly favors the aggressor, but the ***SHOCK: Diplomatic Breakthrough*** is a critical stabilizer, introducing a ceasefire framework that significantly offsets the immediate risk of collapse. While the cyber incident on the major power and domestic pressure on allies are warning signs, the high level of institutional coordination among agents suggests the smaller power’s governance remains intact."
1,"2026-02-12 04:09:45",0.6115,"MEDIUM","INCREASING","Severe loss of territorial control (38.9%) within only 7 days indicates a rapid conventional collapse. The military balance is heavily skewed toward the aggressor (-0.03), and the questioning of allied commitment (allied_support_wavers) significantly undermines the defender's primary shield. While internal resilience remains moderate, the speed of the aggressor's advance creates a high risk of a negotiated transition or total loss of governing capacity."
1,"2026-02-12 04:17:33",0.6095,"MEDIUM","INCREASING","The aggressor holds a massive military advantage (0.01 balance) and has already seized nearly 40% of the territory within 7 days. While international support is moderate (51.6%), the speed of territorial loss creates extreme military pressure. Internal discussions on morale suggest the government is currently stable but under significant stress from the rapid invasion momentum."
1,"2026-02-12 04:20:25",0.683,"MEDIUM","INCREASING","The smaller power faces severe military pressure with 17.3% territory lost and a negative military balance. The low international support (28.8%) combined with the 'Allied Commitment Questioned' event creates a critical vulnerability. Internal debates over 'negotiation vs resistance' suggest emerging fractures in political unity, while the aggressor's momentum and increased support from its own allies further isolate the defender."
1,"2026-02-12 04:27:19",0.5795,"MEDIUM","INCREASING","The aggressor holds a significant territorial advantage (17.3%) and military momentum (-0.02 balance and -0.10 momentum). While the frontline is currently stabilized, the 'enhanced inspections' of shipping act as a de facto blockade, significantly increasing economic strain. The debate within the small power's factions regarding 'negotiation vs resistance' indicates emerging cracks in political unity, though institutional resilience remains moderate for now."
1,"2026-02-12 04:28:54",0.6655,"MEDIUM","INCREASING","The aggressor holds a massive military advantage (0.03 balance) and has already seized 38.3% of the territory within only 7 days, indicating a near-collapse of front-line defenses. While the smaller power is actively coordinating defensive strategies and receiving some military aid (40.5% support), the speed of territorial loss creates extreme military pressure. The surge in metals prices provides a minor economic shock, but the primary threat is the rapid loss of governing capacity due to kinetic momentum and the high crisis level (10/10)."
